query_protein	query_type	is_nrps	is_pks	start_position	end_position	locus	genome_contig_id	window
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	52474	52945	AFQQ_002115|_|GCA_039533405.1_ASM3953340v1.gbk	GCA_039533405.1_ASM3953340v1.gbk|-|BAAATM010000008.1	3062
IO40_RS0119000_elongation_factor_G	req	False	False	52984	55111	AFQQ_002116|_|GCA_039533405.1_ASM3953340v1.gbk	GCA_039533405.1_ASM3953340v1.gbk|-|BAAATM010000008.1	3062
IO40_RS0119000_elongation_factor_G	req	False	False	88331	90461	AETB_001332|_|GCA_033795025.1_ASM3379502v1.gbk	GCA_033795025.1_ASM3379502v1.gbk|-|JARAZR010000016.1	3063
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	90500	90971	AETB_001333|_|GCA_033795025.1_ASM3379502v1.gbk	GCA_033795025.1_ASM3379502v1.gbk|-|JARAZR010000016.1	3063
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	90973	91345	AETB_001334|_|GCA_033795025.1_ASM3379502v1.gbk	GCA_033795025.1_ASM3379502v1.gbk|-|JARAZR010000016.1	3063
IO40_RS0119000_elongation_factor_G	req	False	False	119174	121301	AGQE_001622|_|GCA_040612555.1_ASM4061255v1.gbk	GCA_040612555.1_ASM4061255v1.gbk|-|JBEXQL010000007.1	3064
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	121340	121811	AGQE_001623|_|GCA_040612555.1_ASM4061255v1.gbk	GCA_040612555.1_ASM4061255v1.gbk|-|JBEXQL010000007.1	3064
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	121813	122185	AGQE_001624|_|GCA_040612555.1_ASM4061255v1.gbk	GCA_040612555.1_ASM4061255v1.gbk|-|JBEXQL010000007.1	3064
IO40_RS0119000_elongation_factor_G	req	False	False	478788	480918	AIAN_000417|_|GCA_040653455.1_ASM4065345v1.gbk	GCA_040653455.1_ASM4065345v1.gbk|-|JBEZOA010000001.1	3065
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	480956	481427	AIAN_000418|_|GCA_040653455.1_ASM4065345v1.gbk	GCA_040653455.1_ASM4065345v1.gbk|-|JBEZOA010000001.1	3065
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	481429	481801	AIAN_000419|_|GCA_040653455.1_ASM4065345v1.gbk	GCA_040653455.1_ASM4065345v1.gbk|-|JBEZOA010000001.1	3065
IO40_RS0119000_elongation_factor_G	req	False	False	2191653	2193777	ABCA_001861|_|GCA_002128305.1_ASM212830v1.gbk	GCA_002128305.1_ASM212830v1.gbk|-|CP021121.1	3066
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	2193815	2194286	ABCA_001862|_|GCA_002128305.1_ASM212830v1.gbk	GCA_002128305.1_ASM212830v1.gbk|-|CP021121.1	3066
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	2194288	2194660	ABCA_001863|_|GCA_002128305.1_ASM212830v1.gbk	GCA_002128305.1_ASM212830v1.gbk|-|CP021121.1	3066
IO40_RS0119000_elongation_factor_G	req	False	False	970008	972138	ADYE_003130|_|GCA_026341825.1_ASM2634182v1.gbk	GCA_026341825.1_ASM2634182v1.gbk|-|JAPENY010000001.1	3067
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	972177	972648	ADYE_003131|_|GCA_026341825.1_ASM2634182v1.gbk	GCA_026341825.1_ASM2634182v1.gbk|-|JAPENY010000001.1	3067
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	972650	973022	ADYE_003132|_|GCA_026341825.1_ASM2634182v1.gbk	GCA_026341825.1_ASM2634182v1.gbk|-|JAPENY010000001.1	3067
IO40_RS0119000_elongation_factor_G	req	False	False	749598	751725	ABIN_004442|_|GCA_003112535.1_ASM311253v1.gbk	GCA_003112535.1_ASM311253v1.gbk|-|BEWA01000012.1	3068
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	751764	752235	ABIN_004443|_|GCA_003112535.1_ASM311253v1.gbk	GCA_003112535.1_ASM311253v1.gbk|-|BEWA01000012.1	3068
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	752238	752610	ABIN_004444|_|GCA_003112535.1_ASM311253v1.gbk	GCA_003112535.1_ASM311253v1.gbk|-|BEWA01000012.1	3068
IO40_RS0119000_elongation_factor_G	req	False	False	34249	36379	ABSQ_000730|_|GCA_004795105.1_ASM479510v1.gbk	GCA_004795105.1_ASM479510v1.gbk|-|SSBL01000014.1	3069
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	36417	36888	ABSQ_000731|_|GCA_004795105.1_ASM479510v1.gbk	GCA_004795105.1_ASM479510v1.gbk|-|SSBL01000014.1	3069
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	36890	37262	ABSQ_000732|_|GCA_004795105.1_ASM479510v1.gbk	GCA_004795105.1_ASM479510v1.gbk|-|SSBL01000014.1	3069
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4651983	4652355	ABUQ_004057|_|GCA_006788935.1_ASM678893v1.gbk	GCA_006788935.1_ASM678893v1.gbk|-|VFRC01000001.1	3070
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4652357	4652828	ABUQ_004058|_|GCA_006788935.1_ASM678893v1.gbk	GCA_006788935.1_ASM678893v1.gbk|-|VFRC01000001.1	3070
IO40_RS0119000_elongation_factor_G	req	False	False	4652865	4654995	ABUQ_004059|_|GCA_006788935.1_ASM678893v1.gbk	GCA_006788935.1_ASM678893v1.gbk|-|VFRC01000001.1	3070
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	25531	25903	AAQR_006069|_|GCA_001279005.1_ASM127900v1.gbk	GCA_001279005.1_ASM127900v1.gbk|-|LGCN01000229.1	3071
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	25905	26376	AAQR_006070|_|GCA_001279005.1_ASM127900v1.gbk	GCA_001279005.1_ASM127900v1.gbk|-|LGCN01000229.1	3071
IO40_RS0119000_elongation_factor_G	req	False	False	26415	28542	AAQR_006071|_|GCA_001279005.1_ASM127900v1.gbk	GCA_001279005.1_ASM127900v1.gbk|-|LGCN01000229.1	3071
IO40_RS0119000_elongation_factor_G	req	False	False	87276	89403	AIKK_003127|_|GCA_040681775.1_ASM4068177v1.gbk	GCA_040681775.1_ASM4068177v1.gbk|-|JBFAZI010000022.1	3072
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	89441	89912	AIKK_003128|_|GCA_040681775.1_ASM4068177v1.gbk	GCA_040681775.1_ASM4068177v1.gbk|-|JBFAZI010000022.1	3072
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	89914	90286	AIKK_003129|_|GCA_040681775.1_ASM4068177v1.gbk	GCA_040681775.1_ASM4068177v1.gbk|-|JBFAZI010000022.1	3072
IO40_RS0119000_elongation_factor_G	req	False	False	231629	233756	AFQU_000199|_|GCA_039533575.1_ASM3953357v1.gbk	GCA_039533575.1_ASM3953357v1.gbk|-|BAAATU010000001.1	3073
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	233794	234265	AFQU_000200|_|GCA_039533575.1_ASM3953357v1.gbk	GCA_039533575.1_ASM3953357v1.gbk|-|BAAATU010000001.1	3073
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	234267	234639	AFQU_000201|_|GCA_039533575.1_ASM3953357v1.gbk	GCA_039533575.1_ASM3953357v1.gbk|-|BAAATU010000001.1	3073
IO40_RS0119000_elongation_factor_G	req	False	False	41745	43866	AHZI_004914|_|GCA_040652715.1_ASM4065271v1.gbk	GCA_040652715.1_ASM4065271v1.gbk|-|JBEZMM010000028.1	3074
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	43905	44376	AHZI_004915|_|GCA_040652715.1_ASM4065271v1.gbk	GCA_040652715.1_ASM4065271v1.gbk|-|JBEZMM010000028.1	3074
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	44378	44750	AHZI_004916|_|GCA_040652715.1_ASM4065271v1.gbk	GCA_040652715.1_ASM4065271v1.gbk|-|JBEZMM010000028.1	3074
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	92052	92424	AHME_002939|_|GCA_040642355.1_ASM4064235v1.gbk	GCA_040642355.1_ASM4064235v1.gbk|-|JBEYRO010000010.1	3075
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	92426	92897	AHME_002940|_|GCA_040642355.1_ASM4064235v1.gbk	GCA_040642355.1_ASM4064235v1.gbk|-|JBEYRO010000010.1	3075
IO40_RS0119000_elongation_factor_G	req	False	False	92936	95063	AHME_002941|_|GCA_040642355.1_ASM4064235v1.gbk	GCA_040642355.1_ASM4064235v1.gbk|-|JBEYRO010000010.1	3075
IO40_RS0119000_elongation_factor_G	req	False	False	3298064	3300197	AEVC_002927|_|GCA_035917235.1_ASM3591723v1.gbk	GCA_035917235.1_ASM3591723v1.gbk|-|CP108423.1	3076
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3300236	3300707	AEVC_002928|_|GCA_035917235.1_ASM3591723v1.gbk	GCA_035917235.1_ASM3591723v1.gbk|-|CP108423.1	3076
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3300709	3301081	AEVC_002929|_|GCA_035917235.1_ASM3591723v1.gbk	GCA_035917235.1_ASM3591723v1.gbk|-|CP108423.1	3076
IO40_RS0119000_elongation_factor_G	req	False	False	8038604	8040674	AEVC_007196|_|GCA_035917235.1_ASM3591723v1.gbk	GCA_035917235.1_ASM3591723v1.gbk|-|CP108423.1	NA
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	40546	40810	AEFP_001577|_|GCA_029967605.1_ASM2996760v1.gbk	GCA_029967605.1_ASM2996760v1.gbk|-|JASCXT010000056.1	3077
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	40812	41283	AEFP_001578|_|GCA_029967605.1_ASM2996760v1.gbk	GCA_029967605.1_ASM2996760v1.gbk|-|JASCXT010000056.1	3077
IO40_RS0119000_elongation_factor_G	req	False	False	41322	43449	AEFP_001579|_|GCA_029967605.1_ASM2996760v1.gbk	GCA_029967605.1_ASM2996760v1.gbk|-|JASCXT010000056.1	3077
IO40_RS0119000_elongation_factor_G	req	False	False	24570	26697	AIIH_005670|_|GCA_040679995.1_ASM4067999v1.gbk	GCA_040679995.1_ASM4067999v1.gbk|-|JBFAVV010000040.1	3078
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	26736	27207	AIIH_005671|_|GCA_040679995.1_ASM4067999v1.gbk	GCA_040679995.1_ASM4067999v1.gbk|-|JBFAVV010000040.1	3078
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	27209	27581	AIIH_005672|_|GCA_040679995.1_ASM4067999v1.gbk	GCA_040679995.1_ASM4067999v1.gbk|-|JBFAVV010000040.1	3078
IO40_RS0119000_elongation_factor_G	req	False	False	157150	159280	AJAM_001510|_|GCA_900091745.1_IMG_taxon_2657245708_annotated_assembly.gbk	GCA_900091745.1_IMG_taxon_2657245708_annotated_assembly.gbk|-|FMCA01000035.1	3079
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	159318	159789	AJAM_001511|_|GCA_900091745.1_IMG_taxon_2657245708_annotated_assembly.gbk	GCA_900091745.1_IMG_taxon_2657245708_annotated_assembly.gbk|-|FMCA01000035.1	3079
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	159791	160163	AJAM_001512|_|GCA_900091745.1_IMG_taxon_2657245708_annotated_assembly.gbk	GCA_900091745.1_IMG_taxon_2657245708_annotated_assembly.gbk|-|FMCA01000035.1	3079
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	169394	169766	ABWB_006073|_|GCA_008016805.1_ASM801680v1.gbk	GCA_008016805.1_ASM801680v1.gbk|-|SMSN01000051.1	3080
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	169768	170239	ABWB_006074|_|GCA_008016805.1_ASM801680v1.gbk	GCA_008016805.1_ASM801680v1.gbk|-|SMSN01000051.1	3080
IO40_RS0119000_elongation_factor_G	req	False	False	170278	172405	ABWB_006075|_|GCA_008016805.1_ASM801680v1.gbk	GCA_008016805.1_ASM801680v1.gbk|-|SMSN01000051.1	3080
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	45681	46053	AIQD_005147|_|GCA_040687355.1_ASM4068735v1.gbk	GCA_040687355.1_ASM4068735v1.gbk|-|JBFBNG010000023.1	3081
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	46056	46527	AIQD_005148|_|GCA_040687355.1_ASM4068735v1.gbk	GCA_040687355.1_ASM4068735v1.gbk|-|JBFBNG010000023.1	3081
IO40_RS0119000_elongation_factor_G	req	False	False	46565	48695	AIQD_005149|_|GCA_040687355.1_ASM4068735v1.gbk	GCA_040687355.1_ASM4068735v1.gbk|-|JBFBNG010000023.1	3081
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	158069	158441	ABLZ_003622|_|GCA_003626645.1_ASM362664v1.gbk	GCA_003626645.1_ASM362664v1.gbk|-|RBAM01000007.1	3082
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	158443	158914	ABLZ_003623|_|GCA_003626645.1_ASM362664v1.gbk	GCA_003626645.1_ASM362664v1.gbk|-|RBAM01000007.1	3082
IO40_RS0119000_elongation_factor_G	req	False	False	158953	161077	ABLZ_003624|_|GCA_003626645.1_ASM362664v1.gbk	GCA_003626645.1_ASM362664v1.gbk|-|RBAM01000007.1	3082
IO40_RS0119000_elongation_factor_G	req	False	False	149322	151452	AIHD_001858|_|GCA_040679075.1_ASM4067907v1.gbk	GCA_040679075.1_ASM4067907v1.gbk|-|JBFAUF010000010.1	3083
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	151490	151961	AIHD_001859|_|GCA_040679075.1_ASM4067907v1.gbk	GCA_040679075.1_ASM4067907v1.gbk|-|JBFAUF010000010.1	3083
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	151963	152335	AIHD_001860|_|GCA_040679075.1_ASM4067907v1.gbk	GCA_040679075.1_ASM4067907v1.gbk|-|JBFAUF010000010.1	3083
IO40_RS0119000_elongation_factor_G	req	False	False	5326	7450	ACLJ_005405|_|GCA_014156695.1_ASM1415669v1.gbk	GCA_014156695.1_ASM1415669v1.gbk|-|WMLF01000089.1	3084
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	7489	7960	ACLJ_005406|_|GCA_014156695.1_ASM1415669v1.gbk	GCA_014156695.1_ASM1415669v1.gbk|-|WMLF01000089.1	3084
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	7962	8334	ACLJ_005407|_|GCA_014156695.1_ASM1415669v1.gbk	GCA_014156695.1_ASM1415669v1.gbk|-|WMLF01000089.1	3084
IO40_RS0119000_elongation_factor_G	req	False	False	3597957	3600081	AAUJ_006779|_|GCA_001445655.1_ASM144565v1.gbk	GCA_001445655.1_ASM144565v1.gbk|-|LNBE01000004.1	3085
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3600120	3600591	AAUJ_006780|_|GCA_001445655.1_ASM144565v1.gbk	GCA_001445655.1_ASM144565v1.gbk|-|LNBE01000004.1	3085
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3600593	3600965	AAUJ_006781|_|GCA_001445655.1_ASM144565v1.gbk	GCA_001445655.1_ASM144565v1.gbk|-|LNBE01000004.1	3085
IO40_RS0119000_elongation_factor_G	req	False	False	95091	97221	AICS_003955|_|GCA_040656175.1_ASM4065617v1.gbk	GCA_040656175.1_ASM4065617v1.gbk|-|JBFALI010000009.1	3086
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	97260	97731	AICS_003956|_|GCA_040656175.1_ASM4065617v1.gbk	GCA_040656175.1_ASM4065617v1.gbk|-|JBFALI010000009.1	3086
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	97734	98106	AICS_003957|_|GCA_040656175.1_ASM4065617v1.gbk	GCA_040656175.1_ASM4065617v1.gbk|-|JBFALI010000009.1	3086
IO40_RS0119000_elongation_factor_G	req	False	False	234213	236334	AFMZ_004524|_|GCA_037150555.1_ASM3715055v1.gbk	GCA_037150555.1_ASM3715055v1.gbk|-|JBAJNH010000011.1	3087
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	236373	236844	AFMZ_004525|_|GCA_037150555.1_ASM3715055v1.gbk	GCA_037150555.1_ASM3715055v1.gbk|-|JBAJNH010000011.1	3087
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	236846	237218	AFMZ_004526|_|GCA_037150555.1_ASM3715055v1.gbk	GCA_037150555.1_ASM3715055v1.gbk|-|JBAJNH010000011.1	3087
IO40_RS0119000_elongation_factor_G	req	False	False	249142	251269	AHLO_001355|_|GCA_040641985.1_ASM4064198v1.gbk	GCA_040641985.1_ASM4064198v1.gbk|-|JBFAEM010000004.1	3088
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	251308	251779	AHLO_001356|_|GCA_040641985.1_ASM4064198v1.gbk	GCA_040641985.1_ASM4064198v1.gbk|-|JBFAEM010000004.1	3088
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	251781	252153	AHLO_001357|_|GCA_040641985.1_ASM4064198v1.gbk	GCA_040641985.1_ASM4064198v1.gbk|-|JBFAEM010000004.1	3088
IO40_RS0119000_elongation_factor_G	req	False	False	147133	149260	AGTI_003052|_|GCA_040628675.1_ASM4062867v1.gbk	GCA_040628675.1_ASM4062867v1.gbk|-|JBEXTN010000012.1	3089
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	149299	149770	AGTI_003053|_|GCA_040628675.1_ASM4062867v1.gbk	GCA_040628675.1_ASM4062867v1.gbk|-|JBEXTN010000012.1	3089
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	149772	150144	AGTI_003054|_|GCA_040628675.1_ASM4062867v1.gbk	GCA_040628675.1_ASM4062867v1.gbk|-|JBEXTN010000012.1	3089
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	19799	20171	AECC_002654|_|GCA_027920075.1_ASM2792007v1.gbk	GCA_027920075.1_ASM2792007v1.gbk|-|JAQISL010000002.1	3090
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	20173	20644	AECC_002655|_|GCA_027920075.1_ASM2792007v1.gbk	GCA_027920075.1_ASM2792007v1.gbk|-|JAQISL010000002.1	3090
IO40_RS0119000_elongation_factor_G	req	False	False	20683	22810	AECC_002656|_|GCA_027920075.1_ASM2792007v1.gbk	GCA_027920075.1_ASM2792007v1.gbk|-|JAQISL010000002.1	3090
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	38319	38691	ADVD_000035|_|GCA_026162525.1_ASM2616252v1.gbk	GCA_026162525.1_ASM2616252v1.gbk|-|JAODTF010000001.1	3091
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	38693	39164	ADVD_000036|_|GCA_026162525.1_ASM2616252v1.gbk	GCA_026162525.1_ASM2616252v1.gbk|-|JAODTF010000001.1	3091
IO40_RS0119000_elongation_factor_G	req	False	False	39203	41330	ADVD_000037|_|GCA_026162525.1_ASM2616252v1.gbk	GCA_026162525.1_ASM2616252v1.gbk|-|JAODTF010000001.1	3091
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	1533	1905	ACEL_006625|_|GCA_010548365.1_ASM1054836v1.gbk	GCA_010548365.1_ASM1054836v1.gbk|-|JAAGLZ010000299.1	3092
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	1907	2378	ACEL_006626|_|GCA_010548365.1_ASM1054836v1.gbk	GCA_010548365.1_ASM1054836v1.gbk|-|JAAGLZ010000299.1	3092
IO40_RS0119000_elongation_factor_G	req	False	False	2417	4544	ACEL_006627|_|GCA_010548365.1_ASM1054836v1.gbk	GCA_010548365.1_ASM1054836v1.gbk|-|JAAGLZ010000299.1	3092
IO40_RS0119000_elongation_factor_G	req	False	False	47157	49284	AISP_006601|_|GCA_040703165.1_ASM4070316v1.gbk	GCA_040703165.1_ASM4070316v1.gbk|-|JBEXEG010000063.1	3093
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	49323	49794	AISP_006602|_|GCA_040703165.1_ASM4070316v1.gbk	GCA_040703165.1_ASM4070316v1.gbk|-|JBEXEG010000063.1	3093
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	49797	50169	AISP_006603|_|GCA_040703165.1_ASM4070316v1.gbk	GCA_040703165.1_ASM4070316v1.gbk|-|JBEXEG010000063.1	3093
IO40_RS0119000_elongation_factor_G	req	False	False	1072023	1074123	AFCF_001034|_|GCA_036178905.1_ASM3617890v1.gbk	GCA_036178905.1_ASM3617890v1.gbk|-|CP108075.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	4909098	4911225	AFCF_004437|_|GCA_036178905.1_ASM3617890v1.gbk	GCA_036178905.1_ASM3617890v1.gbk|-|CP108075.1	3094
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4911264	4911735	AFCF_004438|_|GCA_036178905.1_ASM3617890v1.gbk	GCA_036178905.1_ASM3617890v1.gbk|-|CP108075.1	3094
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4911737	4912109	AFCF_004439|_|GCA_036178905.1_ASM3617890v1.gbk	GCA_036178905.1_ASM3617890v1.gbk|-|CP108075.1	3094
IO40_RS0119000_elongation_factor_G	req	False	False	65737	67858	ADIH_002839|_|GCA_020093395.1_ASM2009339v1.gbk	GCA_020093395.1_ASM2009339v1.gbk|-|JAITYR010000021.1	3095
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	67897	68368	ADIH_002840|_|GCA_020093395.1_ASM2009339v1.gbk	GCA_020093395.1_ASM2009339v1.gbk|-|JAITYR010000021.1	3095
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	68370	68742	ADIH_002841|_|GCA_020093395.1_ASM2009339v1.gbk	GCA_020093395.1_ASM2009339v1.gbk|-|JAITYR010000021.1	3095
IO40_RS0119000_elongation_factor_G	req	False	False	237212	239342	AEGD_004818|_|GCA_030027225.1_ASM3002722v1.gbk	GCA_030027225.1_ASM3002722v1.gbk|-|JASEND010000005.1	3096
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	239379	239850	AEGD_004819|_|GCA_030027225.1_ASM3002722v1.gbk	GCA_030027225.1_ASM3002722v1.gbk|-|JASEND010000005.1	3096
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	239852	240224	AEGD_004820|_|GCA_030027225.1_ASM3002722v1.gbk	GCA_030027225.1_ASM3002722v1.gbk|-|JASEND010000005.1	3096
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	268065	268437	ABMG_000397|_|GCA_003671715.1_ASM367171v1.gbk	GCA_003671715.1_ASM367171v1.gbk|-|RAIF01000027.1	3097
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	268439	268910	ABMG_000398|_|GCA_003671715.1_ASM367171v1.gbk	GCA_003671715.1_ASM367171v1.gbk|-|RAIF01000027.1	3097
IO40_RS0119000_elongation_factor_G	req	False	False	268949	271076	ABMG_000399|_|GCA_003671715.1_ASM367171v1.gbk	GCA_003671715.1_ASM367171v1.gbk|-|RAIF01000027.1	3097
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	96160	96532	ACOT_004848|_|GCA_014649275.1_ASM1464927v1.gbk	GCA_014649275.1_ASM1464927v1.gbk|-|BMSS01000007.1	3098
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	96534	97005	ACOT_004849|_|GCA_014649275.1_ASM1464927v1.gbk	GCA_014649275.1_ASM1464927v1.gbk|-|BMSS01000007.1	3098
IO40_RS0119000_elongation_factor_G	req	False	False	97044	99165	ACOT_004850|_|GCA_014649275.1_ASM1464927v1.gbk	GCA_014649275.1_ASM1464927v1.gbk|-|BMSS01000007.1	3098
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3924	4296	AGSR_006425|_|GCA_040614075.1_ASM4061407v1.gbk	GCA_040614075.1_ASM4061407v1.gbk|-|JBEXTJ010000022.1	3099
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4298	4769	AGSR_006426|_|GCA_040614075.1_ASM4061407v1.gbk	GCA_040614075.1_ASM4061407v1.gbk|-|JBEXTJ010000022.1	3099
IO40_RS0119000_elongation_factor_G	req	False	False	4807	6937	AGSR_006427|_|GCA_040614075.1_ASM4061407v1.gbk	GCA_040614075.1_ASM4061407v1.gbk|-|JBEXTJ010000022.1	3099
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	33765	34137	AARD_003151|_|GCA_001279445.1_ASM127944v1.gbk	GCA_001279445.1_ASM127944v1.gbk|-|LGCZ01000141.1	3100
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	34139	34610	AARD_003152|_|GCA_001279445.1_ASM127944v1.gbk	GCA_001279445.1_ASM127944v1.gbk|-|LGCZ01000141.1	3100
IO40_RS0119000_elongation_factor_G	req	False	False	34649	36782	AARD_003153|_|GCA_001279445.1_ASM127944v1.gbk	GCA_001279445.1_ASM127944v1.gbk|-|LGCZ01000141.1	3100
IO40_RS0119000_elongation_factor_G	req	False	False	51801	53922	AAFI_004696|_|GCA_000716455.1_ASM71645v1.gbk	GCA_000716455.1_ASM71645v1.gbk|-|JNWN01000026.1	3101
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	53961	54432	AAFI_004697|_|GCA_000716455.1_ASM71645v1.gbk	GCA_000716455.1_ASM71645v1.gbk|-|JNWN01000026.1	3101
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	54434	54806	AAFI_004698|_|GCA_000716455.1_ASM71645v1.gbk	GCA_000716455.1_ASM71645v1.gbk|-|JNWN01000026.1	3101
IO40_RS0119000_elongation_factor_G	req	False	False	584014	586090	AIYA_000538|_|GCA_041432505.1_ASM4143250v1.gbk	GCA_041432505.1_ASM4143250v1.gbk|-|CP107871.1	NA
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	5175270	5175642	AIYA_004752|_|GCA_041432505.1_ASM4143250v1.gbk	GCA_041432505.1_ASM4143250v1.gbk|-|CP107871.1	3102
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	5175644	5176115	AIYA_004753|_|GCA_041432505.1_ASM4143250v1.gbk	GCA_041432505.1_ASM4143250v1.gbk|-|CP107871.1	3102
IO40_RS0119000_elongation_factor_G	req	False	False	5176154	5178287	AIYA_004754|_|GCA_041432505.1_ASM4143250v1.gbk	GCA_041432505.1_ASM4143250v1.gbk|-|CP107871.1	3102
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4764580	4764952	ACGL_004156|_|GCA_011650445.1_ASM1165044v1.gbk	GCA_011650445.1_ASM1165044v1.gbk|-|CP036534.1	3103
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4764954	4765425	ACGL_004157|_|GCA_011650445.1_ASM1165044v1.gbk	GCA_011650445.1_ASM1165044v1.gbk|-|CP036534.1	3103
IO40_RS0119000_elongation_factor_G	req	False	False	4765464	4767591	ACGL_004158|_|GCA_011650445.1_ASM1165044v1.gbk	GCA_011650445.1_ASM1165044v1.gbk|-|CP036534.1	3103
IO40_RS0119000_elongation_factor_G	req	False	False	385722	387852	AHUT_001668|_|GCA_040650155.1_ASM4065015v1.gbk	GCA_040650155.1_ASM4065015v1.gbk|-|JBEZGU010000002.1	3104
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	387890	388361	AHUT_001669|_|GCA_040650155.1_ASM4065015v1.gbk	GCA_040650155.1_ASM4065015v1.gbk|-|JBEZGU010000002.1	3104
