cblaster search
===============
GCA_000297155.3_ASM29715v3
==========================
CP029159.1
----------
Cluster 1, score 11.7270:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start    End      Strand
intermediate  ABYQ_006337  -         -         -          -         7751284  7752010  +     
intermediate  ABYQ_006338  -         -         -          -         7752035  7752608  -     
intermediate  ABYQ_006339  -         -         -          -         7752790  7754065  -     
intermediate  ABYQ_006340  -         -         -          -         7754125  7755481  -     
intermediate  ABYQ_006341  -         -         -          -         7755788  7757366  +     
intermediate  ABYQ_006342  -         -         -          -         7757406  7758138  +     
intermediate  ABYQ_006343  -         -         -          -         7758220  7758829  +     
intermediate  ABYQ_006344  -         -         -          -         7758948  7759176  +     
intermediate  ABYQ_006345  -         -         -          -         7759172  7760057  +     
intermediate  ABYQ_006346  -         -         -          -         7760164  7762069  -     
intermediate  ABYQ_006347  -         -         -          -         7762181  7764353  -     
intermediate  ABYQ_006348  -         -         -          -         7764856  7765855  -     
intermediate  ABYQ_006349  -         -         -          -         7765961  7766438  -     
intermediate  ABYQ_006350  -         -         -          -         7766666  7768067  +     
intermediate  ABYQ_006351  -         -         -          -         7768512  7768725  +     
intermediate  ABYQ_006352  -         -         -          -         7768721  7769489  +     
intermediate  ABYQ_006353  -         -         -          -         7769548  7772353  +     
intermediate  ABYQ_006354  -         -         -          -         7772377  7773160  -     
intermediate  ABYQ_006355  -         -         -          -         7773156  7774323  -     
CAA60459.1    ABYQ_006356  49.3      11.7      0          1012      7774319  7778519  -     
CAA60459.1    ABYQ_006357  51.6      39.5      0          3544      7778518  7791307  -     
intermediate  ABYQ_006358  -         -         -          -         7791602  7792028  +     
CAA60459.1    ABYQ_006359  69.4      3.9       9.94e-168  542       7791831  7793652  -     
CAA60461.1    ABYQ_006360  53.8      97.2      0          1571      7793654  7798601  -     
CAA60468.1    ABYQ_006361  72.3      98.8      1.99e-170  484       7798597  7799599  -     
CAA60459.1    ABYQ_006362  49.2      68.4      0          5717      7799829  7823247  +     
CAA60459.1    ABYQ_006363  55.4      36        0          3595      7823252  7834307  +     
CAA60467.1    ABYQ_006364  77.3      100       1.95e-180  510       7834479  7835517  +     
intermediate  ABYQ_006365  -         -         -          -         7835537  7836386  +     
intermediate  ABYQ_006366  -         -         -          -         7836382  7836643  +     
intermediate  ABYQ_006367  -         -         -          -         7836635  7837736  +     
intermediate  ABYQ_006368  -         -         -          -         7837746  7838835  +     
intermediate  ABYQ_006369  -         -         -          -         7838812  7839112  -     
intermediate  ABYQ_006370  -         -         -          -         7839096  7839240  -     
intermediate  ABYQ_006371  -         -         -          -         7839330  7840491  -     
intermediate  ABYQ_006372  -         -         -          -         7840493  7841825  -     
CAA60459.1    ABYQ_006373  41.3      2.7       5.84e-39   170       7841821  7844212  -     
CAA60459.1    ABYQ_006374  33        2.5       4.05e-09   73.2      7844219  7845509  -     
intermediate  ABYQ_006375  -         -         -          -         7845838  7846048  +     
intermediate  ABYQ_006376  -         -         -          -         7846365  7847208  -     
intermediate  ABYQ_006377  -         -         -          -         7847290  7848568  -     
intermediate  ABYQ_006378  -         -         -          -         7848609  7849443  -     
intermediate  ABYQ_006379  -         -         -          -         7849445  7850132  -     
intermediate  ABYQ_006380  -         -         -          -         7850241  7850469  -     
intermediate  ABYQ_006381  -         -         -          -         7850477  7851683  -     
intermediate  ABYQ_006382  -         -         -          -         7851735  7852476  -     
intermediate  ABYQ_006383  -         -         -          -         7852530  7853586  -     
intermediate  ABYQ_006384  -         -         -          -         7853582  7854893  -     
intermediate  ABYQ_006385  -         -         -          -         7854934  7856254  -     
intermediate  ABYQ_006386  -         -         -          -         7856250  7857078  -     
intermediate  ABYQ_006387  -         -         -          -         7857124  7857268  -     
intermediate  ABYQ_006388  -         -         -          -         7857299  7858496  -     
intermediate  ABYQ_006389  -         -         -          -         7858635  7859097  -     
CAA60459.1    ABYQ_006390  39.5      8.7       5.25e-159  542       7859162  7863065  -     
CAA60459.1    ABYQ_006391  47.2      21.4      0          1786      7863061  7870780  -     
CAA60459.1    ABYQ_006392  38.4      4.8       6.68e-76   275       7870826  7872476  -     
CAA60459.1    ABYQ_006393  39        45.1      0          2555      7872531  7886028  -     
CAA60459.1    ABYQ_006394  41.4      51.1      0          3383      7886313  7902039  -     
CAA60459.1    ABYQ_006395  40.7      52.5      0          3402      7902121  7920943  -     
intermediate  ABYQ_006396  -         -         -          -         7921637  7922390  +     
intermediate  ABYQ_006397  -         -         -          -         7922386  7923112  +     
intermediate  ABYQ_006398  -         -         -          -         7923262  7923844  +     
intermediate  ABYQ_006399  -         -         -          -         7923889  7927420  +     
intermediate  ABYQ_006400  -         -         -          -         7927522  7928509  +     
intermediate  ABYQ_006401  -         -         -          -         7928664  7929678  +     
intermediate  ABYQ_006402  -         -         -          -         7930271  7931795  -     
intermediate  ABYQ_006403  -         -         -          -         7931851  7933105  -     
intermediate  ABYQ_006404  -         -         -          -         7933176  7934181  +     
intermediate  ABYQ_006405  -         -         -          -         7934535  7935786  -     
intermediate  ABYQ_006406  -         -         -          -         7935961  7936564  -     
intermediate  ABYQ_006407  -         -         -          -         7936788  7937985  -     
intermediate  ABYQ_006408  -         -         -          -         7938191  7939637  -     
intermediate  ABYQ_006409  -         -         -          -         7939859  7941026  +     
intermediate  ABYQ_006410  -         -         -          -         7941459  7941834  +     
intermediate  ABYQ_006411  -         -         -          -         7942213  7942798  -     
intermediate  ABYQ_006412  -         -         -          -         7943065  7943344  -     
intermediate  ABYQ_006413  -         -         -          -         7943403  7944084  +     
intermediate  ABYQ_006414  -         -         -          -         7944265  7944442  -     


GCA_009862825.1_ASM986282v1
===========================
WWIK01000461.1
--------------
Cluster 15, score 13.7114:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
intermediate  ACBI_002735  -         -         -          -         158     950     -     
intermediate  ACBI_002736  -         -         -          -         1066    1474    -     
intermediate  ACBI_002737  -         -         -          -         1473    2079    -     
intermediate  ACBI_002738  -         -         -          -         2160    3147    -     
intermediate  ACBI_002739  -         -         -          -         3687    4638    -     
intermediate  ACBI_002740  -         -         -          -         4661    5981    -     
intermediate  ACBI_002741  -         -         -          -         6396    7299    +     
intermediate  ACBI_002742  -         -         -          -         7413    8268    -     
intermediate  ACBI_002743  -         -         -          -         8750    8993    +     
intermediate  ACBI_002744  -         -         -          -         9003    10113   -     
intermediate  ACBI_002745  -         -         -          -         10201   10447   +     
intermediate  ACBI_002746  -         -         -          -         10425   11370   -     
intermediate  ACBI_002747  -         -         -          -         12289   13069   +     
intermediate  ACBI_002748  -         -         -          -         13135   15895   +     
intermediate  ACBI_002749  -         -         -          -         15909   16692   -     
intermediate  ACBI_002750  -         -         -          -         16688   17855   -     
CAA60459.1    ACBI_002751  44.5      5         4.63e-113  389       17851   20011   -     
CAA60459.1    ACBI_002752  48.6      51.8      0          4385      20022   37107   -     
CAA60461.1    ACBI_002753  56.8      97.3      0          1572      37109   41708   -     
CAA60468.1    ACBI_002754  71.1      98.2      8.84e-164  467       41704   42697   -     
CAA60459.1    ACBI_002755  50        16.5      0          1367      42917   49859   +     
CAA60459.1    ACBI_002756  50.9      51.5      0          4511      49930   65884   +     
CAA60459.1    ACBI_002757  55.8      35.4      0          3541      65888   76685   +     
CAA60467.1    ACBI_002758  77.6      100       3.94e-180  509       76785   77823   +     
intermediate  ACBI_002759  -         -         -          -         77819   78695   +     
intermediate  ACBI_002760  -         -         -          -         78691   78952   +     
intermediate  ACBI_002761  -         -         -          -         78944   80045   +     
intermediate  ACBI_002762  -         -         -          -         80055   81144   +     
intermediate  ACBI_002763  -         -         -          -         81121   81772   -     
intermediate  ACBI_002764  -         -         -          -         81961   82714   -     
intermediate  ACBI_002765  -         -         -          -         82726   83914   -     
intermediate  ACBI_002766  -         -         -          -         84098   85328   -     
intermediate  ACBI_002767  -         -         -          -         85431   85899   -     
intermediate  ACBI_002768  -         -         -          -         85958   87113   +     
intermediate  ACBI_002769  -         -         -          -         87125   88286   -     
intermediate  ACBI_002770  -         -         -          -         88282   89620   -     
CAA60459.1    ACBI_002771  30.6      4.2       8.6e-35    157       89616   92007   -     
intermediate  ACBI_002772  -         -         -          -         92014   93310   -     
intermediate  ACBI_002773  -         -         -          -         93786   94290   -     
intermediate  ACBI_002774  -         -         -          -         94286   94472   -     
intermediate  ACBI_002775  -         -         -          -         94593   95229   -     
intermediate  ACBI_002776  -         -         -          -         95225   95795   -     
intermediate  ACBI_002777  -         -         -          -         95787   96006   -     
intermediate  ACBI_002778  -         -         -          -         96470   97337   +     
intermediate  ACBI_002779  -         -         -          -         97714   98422   +     
intermediate  ACBI_002780  -         -         -          -         98568   99264   +     
intermediate  ACBI_002781  -         -         -          -         99400   100093  +     
intermediate  ACBI_002782  -         -         -          -         100034  100838  -     
intermediate  ACBI_002783  -         -         -          -         100834  101830  -     
intermediate  ACBI_002784  -         -         -          -         101874  102903  -     
CAA60461.1    ACBI_002785  32.2      34.6      1.62e-54   216       102973  105748  -     


GCA_014205315.1_ASM1420531v1
============================
JACHNG010000004.1
-----------------
Cluster 16, score 16.0286:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start  End    Strand
intermediate  ACMB_010168  -         -         -          -         0      99     -     
CAA60461.1    ACMB_010169  97.9      96.6      0          2806      103    4576   -     
CAA60459.1    ACMB_010170  78.9      21.4      0          3230      5117   14552  +     
CAA60459.1    ACMB_010171  69.1      0.9       1.09e-25   113       14758  15052  +     
CAA60459.1    ACMB_010172  93.8      0.9       6.94e-50   182       16982  17294  +     
CAA60459.1    ACMB_010173  75.2      3.7       8.03e-176  557       17280  18510  +     
CAA60459.1    ACMB_010174  88.6      2         7.02e-104  342       18509  19139  +     
CAA60459.1    ACMB_010175  88.1      1.5       3.15e-80   271       19718  20186  +     
CAA60459.1    ACMB_010176  78        32.4      0          4889      20636  30860  +     
CAA60459.1    ACMB_010177  58.3      59.3      0          6074      30856  44875  +     
intermediate  ACMB_010178  -         -         -          -         44944  45577  +     
intermediate  ACMB_010179  -         -         -          -         45679  45916  -     
intermediate  ACMB_010180  -         -         -          -         45909  47124  -     
intermediate  ACMB_010181  -         -         -          -         47137  48094  -     
CAA60467.1    ACMB_010182  98.5      100       2.66e-235  649       48197  49229  -     
CAA60468.1    ACMB_010183  95.5      100       2.74e-231  638       49581  50595  +     
intermediate  ACMB_010184  -         -         -          -         50625  51792  +     
intermediate  ACMB_010185  -         -         -          -         51788  52571  +     
intermediate  ACMB_010186  -         -         -          -         52624  55345  -     
intermediate  ACMB_010187  -         -         -          -         55615  56608  +     
intermediate  ACMB_010188  -         -         -          -         56620  57985  -     
intermediate  ACMB_010189  -         -         -          -         57994  59392  -     
intermediate  ACMB_010190  -         -         -          -         59649  60801  +     
intermediate  ACMB_010191  -         -         -          -         60950  61904  +     
intermediate  ACMB_010192  -         -         -          -         61969  62806  +     
CAA60461.1    ACMB_010193  35.3      67.7      1.45e-159  535       62883  67830  -     
intermediate  ACMB_010194  -         -         -          -         67865  68603  -     
intermediate  ACMB_010195  -         -         -          -         68599  68809  -     
intermediate  ACMB_010196  -         -         -          -         68812  69832  -     
intermediate  ACMB_010197  -         -         -          -         69846  70800  -     
intermediate  ACMB_010198  -         -         -          -         71015  72287  -     
intermediate  ACMB_010199  -         -         -          -         72440  74273  -     
intermediate  ACMB_010200  -         -         -          -         74745  75771  -     
intermediate  ACMB_010201  -         -         -          -         75767  76457  -     
intermediate  ACMB_010202  -         -         -          -         76591  77572  -     
intermediate  ACMB_010203  -         -         -          -         77657  78248  -     
intermediate  ACMB_010204  -         -         -          -         78285  78648  -     
intermediate  ACMB_010205  -         -         -          -         78685  79399  -     
intermediate  ACMB_010206  -         -         -          -         79412  80195  -     
intermediate  ACMB_010207  -         -         -          -         80570  83555  -     
intermediate  ACMB_010208  -         -         -          -         84058  84958  -     
intermediate  ACMB_010209  -         -         -          -         85317  86094  +     
intermediate  ACMB_010210  -         -         -          -         86102  87413  -     
intermediate  ACMB_010211  -         -         -          -         87409  89257  -     


GCA_015689475.1_ASM1568947v1
============================
CP065050.1
----------
Cluster 17, score 14.0702:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start     End       Strand
intermediate  ACUY_008962  -         -         -          -         11158905  11159508  -     
intermediate  ACUY_008963  -         -         -          -         11159598  11160738  +     
intermediate  ACUY_008964  -         -         -          -         11160882  11161173  +     
intermediate  ACUY_008965  -         -         -          -         11161237  11162839  +     
intermediate  ACUY_008966  -         -         -          -         11162835  11163861  +     
intermediate  ACUY_008967  -         -         -          -         11163857  11164682  +     
intermediate  ACUY_008968  -         -         -          -         11164678  11166469  +     
intermediate  ACUY_008969  -         -         -          -         11166465  11167719  +     
intermediate  ACUY_008970  -         -         -          -         11167708  11168596  +     
intermediate  ACUY_008971  -         -         -          -         11168595  11169765  +     
intermediate  ACUY_008972  -         -         -          -         11169822  11171049  +     
intermediate  ACUY_008973  -         -         -          -         11171045  11173019  +     
intermediate  ACUY_008974  -         -         -          -         11173105  11174326  +     
intermediate  ACUY_008975  -         -         -          -         11174505  11175801  +     
intermediate  ACUY_008976  -         -         -          -         11176119  11177091  +     
intermediate  ACUY_008977  -         -         -          -         11177159  11177714  +     
intermediate  ACUY_008978  -         -         -          -         11177710  11178709  +     
intermediate  ACUY_008979  -         -         -          -         11178705  11180052  +     
intermediate  ACUY_008980  -         -         -          -         11180048  11180621  +     
intermediate  ACUY_008981  -         -         -          -         11180843  11182025  -     
intermediate  ACUY_008982  -         -         -          -         11182049  11183216  -     
CAA60468.1    ACUY_008983  78.6      97        4.41e-183  517       11183250  11184306  -     
CAA60467.1    ACUY_008984  81.3      100       1.45e-192  542       11184372  11185506  +     
CAA60459.1    ACUY_008985  61.2      67.3      0          7878      11185593  11210001  -     
CAA60461.1    ACUY_008986  72.1      98.6      0          2140      11210006  11214536  -     
CAA60459.1    ACUY_008987  67.7      71.5      0          8986      11214766  11238577  +     
intermediate  ACUY_008988  -         -         -          -         11238784  11241400  -     
intermediate  ACUY_008989  -         -         -          -         11241939  11242299  +     
intermediate  ACUY_008990  -         -         -          -         11242629  11243874  -     
intermediate  ACUY_008991  -         -         -          -         11243873  11245124  -     
intermediate  ACUY_008992  -         -         -          -         11245126  11246209  -     
intermediate  ACUY_008993  -         -         -          -         11246539  11247826  +     
intermediate  ACUY_008994  -         -         -          -         11248059  11248311  +     
CAA60461.1    ACUY_008995  28.5      67        7.56e-94   338       11248304  11251547  +     
intermediate  ACUY_008996  -         -         -          -         11251543  11252323  +     
CAA60461.1    ACUY_008997  34.6      31.6      1e-42      174       11252408  11253983  +     
CAA60461.1    ACUY_008998  27.2      27.8      1.59e-27   127       11254044  11255394  +     
intermediate  ACUY_008999  -         -         -          -         11255317  11257399  -     
intermediate  ACUY_009000  -         -         -          -         11257471  11259316  -     
intermediate  ACUY_009001  -         -         -          -         11259371  11260037  -     
intermediate  ACUY_009002  -         -         -          -         11260072  11262037  -     
intermediate  ACUY_009003  -         -         -          -         11262065  11263655  -     
intermediate  ACUY_009004  -         -         -          -         11263651  11264029  -     
intermediate  ACUY_009005  -         -         -          -         11264352  11265684  +     
intermediate  ACUY_009006  -         -         -          -         11265676  11266759  +     
intermediate  ACUY_009007  -         -         -          -         11266808  11267747  +     
intermediate  ACUY_009008  -         -         -          -         11267743  11268133  +     
intermediate  ACUY_009009  -         -         -          -         11268129  11269164  +     
intermediate  ACUY_009010  -         -         -          -         11269150  11269903  +     
intermediate  ACUY_009011  -         -         -          -         11269949  11270720  +     
intermediate  ACUY_009012  -         -         -          -         11270729  11271440  +     
intermediate  ACUY_009013  -         -         -          -         11271500  11272451  +     
intermediate  ACUY_009014  -         -         -          -         11272792  11273515  +     
intermediate  ACUY_009015  -         -         -          -         11273559  11274144  +     
intermediate  ACUY_009016  -         -         -          -         11274345  11275146  -     
intermediate  ACUY_009017  -         -         -          -         11275157  11275973  -     
intermediate  ACUY_009018  -         -         -          -         11276245  11276575  -     
intermediate  ACUY_009019  -         -         -          -         11276759  11277827  +     
intermediate  ACUY_009020  -         -         -          -         11277840  11278671  -     
intermediate  ACUY_009021  -         -         -          -         11278684  11279509  -     
intermediate  ACUY_009022  -         -         -          -         11279681  11279960  -     


GCA_016919685.1_ASM1691968v1
============================
CP070379.1
----------
Cluster 18, score 13.7438:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start    End      Strand
intermediate  ACZH_006413  -         -         -          -         7689340  7690747  -     
intermediate  ACZH_006414  -         -         -          -         7690992  7691775  -     
intermediate  ACZH_006415  -         -         -          -         7692373  7695820  +     
intermediate  ACZH_006416  -         -         -          -         7695777  7696449  -     
intermediate  ACZH_006417  -         -         -          -         7696464  7697256  -     
intermediate  ACZH_006418  -         -         -          -         7697372  7697780  -     
intermediate  ACZH_006419  -         -         -          -         7697779  7698385  -     
intermediate  ACZH_006420  -         -         -          -         7698466  7699453  -     
intermediate  ACZH_006421  -         -         -          -         7699993  7700944  -     
intermediate  ACZH_006422  -         -         -          -         7700967  7702287  -     
intermediate  ACZH_006423  -         -         -          -         7702702  7703605  +     
intermediate  ACZH_006424  -         -         -          -         7703719  7704574  -     
intermediate  ACZH_006425  -         -         -          -         7705056  7705299  +     
intermediate  ACZH_006426  -         -         -          -         7705309  7706419  -     
intermediate  ACZH_006427  -         -         -          -         7706507  7706753  +     
intermediate  ACZH_006428  -         -         -          -         7706731  7707676  -     
intermediate  ACZH_006429  -         -         -          -         7708595  7709375  +     
intermediate  ACZH_006430  -         -         -          -         7709441  7712201  +     
intermediate  ACZH_006431  -         -         -          -         7712215  7712998  -     
intermediate  ACZH_006432  -         -         -          -         7712994  7714161  -     
CAA60459.1    ACZH_006433  48.8      59.1      0          5040      7714157  7733414  -     
CAA60461.1    ACZH_006434  56.8      97.3      0          1572      7733416  7738015  -     
CAA60468.1    ACZH_006435  71.1      98.2      8.84e-164  467       7738011  7739004  -     
CAA60459.1    ACZH_006436  47.4      20.3      0          1553      7739224  7747246  +     
CAA60459.1    ACZH_006437  51.1      49.6      0          4366      7747188  7762191  +     
CAA60459.1    ACZH_006438  56.6      30.8      0          3153      7762195  7771720  +     
CAA60459.1    ACZH_006439  46.8      4.1       5.31e-97   331       7771731  7772991  +     
CAA60467.1    ACZH_006440  77.6      100       3.94e-180  509       7773091  7774129  +     
intermediate  ACZH_006441  -         -         -          -         7774125  7775001  +     
intermediate  ACZH_006442  -         -         -          -         7774997  7775258  +     
intermediate  ACZH_006443  -         -         -          -         7775250  7776351  +     
intermediate  ACZH_006444  -         -         -          -         7776361  7777450  +     
intermediate  ACZH_006445  -         -         -          -         7777427  7778078  -     
intermediate  ACZH_006446  -         -         -          -         7778267  7779020  -     
intermediate  ACZH_006447  -         -         -          -         7779032  7780220  -     
intermediate  ACZH_006448  -         -         -          -         7780404  7781634  -     
intermediate  ACZH_006449  -         -         -          -         7781737  7782205  -     
intermediate  ACZH_006450  -         -         -          -         7782264  7783419  +     
intermediate  ACZH_006451  -         -         -          -         7783431  7784592  -     
intermediate  ACZH_006452  -         -         -          -         7784588  7785926  -     
CAA60459.1    ACZH_006453  30.6      4.2       8.6e-35    157       7785922  7788313  -     
intermediate  ACZH_006454  -         -         -          -         7788320  7789616  -     
intermediate  ACZH_006455  -         -         -          -         7790092  7790596  -     
intermediate  ACZH_006456  -         -         -          -         7790592  7790778  -     
intermediate  ACZH_006457  -         -         -          -         7790899  7791535  -     
intermediate  ACZH_006458  -         -         -          -         7791531  7792101  -     
intermediate  ACZH_006459  -         -         -          -         7792093  7792312  -     
intermediate  ACZH_006460  -         -         -          -         7792776  7793643  +     
intermediate  ACZH_006461  -         -         -          -         7794020  7794728  +     
intermediate  ACZH_006462  -         -         -          -         7794874  7795570  +     
intermediate  ACZH_006463  -         -         -          -         7795706  7796399  +     
intermediate  ACZH_006464  -         -         -          -         7796340  7797144  -     
intermediate  ACZH_006465  -         -         -          -         7797140  7798136  -     
intermediate  ACZH_006466  -         -         -          -         7798180  7799209  -     
CAA60461.1    ACZH_006467  28.4      67        1.67e-76   290       7799279  7803545  -     
intermediate  ACZH_006468  -         -         -          -         7803531  7803789  -     
intermediate  ACZH_006469  -         -         -          -         7803886  7805479  -     
intermediate  ACZH_006470  -         -         -          -         7805641  7806178  -     
intermediate  ACZH_006471  -         -         -          -         7806179  7807064  -     
intermediate  ACZH_006472  -         -         -          -         7807114  7807354  -     
intermediate  ACZH_006473  -         -         -          -         7807350  7808442  -     
intermediate  ACZH_006474  -         -         -          -         7808515  7809919  -     
intermediate  ACZH_006475  -         -         -          -         7810473  7810698  +     
intermediate  ACZH_006476  -         -         -          -         7810694  7813049  +     
intermediate  ACZH_006477  -         -         -          -         7813045  7813573  +     
intermediate  ACZH_006478  -         -         -          -         7813639  7814392  -     
intermediate  ACZH_006479  -         -         -          -         7815025  7817050  +     
intermediate  ACZH_006480  -         -         -          -         7817121  7818540  +     
intermediate  ACZH_006481  -         -         -          -         7818590  7818986  -     


GCA_017874715.1_ASM1787471v1
============================
JAGGLR010000047.1
-----------------
Cluster 19, score 9.5800:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start  End    Strand
CAA60459.1    ADAI_009516  80.3      24.1      0          3717      2      10226  -     
CAA60461.1    ADAI_009517  90.8      96.6      0          2645      10765  15256  +     
CAA60459.1    ADAI_009518  72.6      59.3      0          8223      15260  34055  +     
intermediate  ADAI_009519  -         -         -          -         34122  34755  +     
intermediate  ADAI_009520  -         -         -          -         34856  35093  -     
intermediate  ADAI_009521  -         -         -          -         35086  36301  -     
intermediate  ADAI_009522  -         -         -          -         36447  37404  -     
CAA60467.1    ADAI_009523  93.9      100       3.4e-222   616       37619  38651  -     
CAA60468.1    ADAI_009524  90.5      100       9.61e-216  599       39002  40016  +     
intermediate  ADAI_009525  -         -         -          -         40046  41213  +     
intermediate  ADAI_009526  -         -         -          -         41221  41992  +     
intermediate  ADAI_009527  -         -         -          -         42045  44751  -     
intermediate  ADAI_009528  -         -         -          -         44998  45835  -     
intermediate  ADAI_009529  -         -         -          -         46120  46447  -     


GCA_021233395.1_ASM2123339v1
============================
CP089536.1
----------
Cluster 20, score 15.0704:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start     End       Strand
intermediate  ADLI_008972  -         -         -          -         11172270  11172873  -     
intermediate  ADLI_008973  -         -         -          -         11172963  11174103  +     
intermediate  ADLI_008974  -         -         -          -         11174247  11174538  +     
intermediate  ADLI_008975  -         -         -          -         11174602  11176204  +     
intermediate  ADLI_008976  -         -         -          -         11176200  11177226  +     
intermediate  ADLI_008977  -         -         -          -         11177222  11178047  +     
intermediate  ADLI_008978  -         -         -          -         11178043  11179834  +     
intermediate  ADLI_008979  -         -         -          -         11179830  11181084  +     
intermediate  ADLI_008980  -         -         -          -         11181073  11181961  +     
intermediate  ADLI_008981  -         -         -          -         11181960  11183130  +     
intermediate  ADLI_008982  -         -         -          -         11183187  11184414  +     
intermediate  ADLI_008983  -         -         -          -         11184410  11186384  +     
intermediate  ADLI_008984  -         -         -          -         11186470  11187691  +     
intermediate  ADLI_008985  -         -         -          -         11187870  11189166  +     
intermediate  ADLI_008986  -         -         -          -         11189484  11190456  +     
intermediate  ADLI_008987  -         -         -          -         11190524  11191079  +     
intermediate  ADLI_008988  -         -         -          -         11191075  11192074  +     
intermediate  ADLI_008989  -         -         -          -         11192070  11193417  +     
intermediate  ADLI_008990  -         -         -          -         11193413  11193986  +     
intermediate  ADLI_008991  -         -         -          -         11194208  11195390  -     
intermediate  ADLI_008992  -         -         -          -         11195414  11196581  -     
CAA60468.1    ADLI_008993  78.6      97        8.75e-183  517       11196615  11197728  -     
CAA60467.1    ADLI_008994  81.3      100       1.45e-192  542       11197737  11198871  +     
CAA60459.1    ADLI_008995  61.2      67.3      0          7878      11198958  11223366  -     
CAA60461.1    ADLI_008996  72.1      98.6      0          2140      11223371  11227901  -     
CAA60459.1    ADLI_008997  69.7      28.4      0          3716      11228131  11239402  +     
CAA60459.1    ADLI_008998  66.4      43        0          5271      11239383  11251941  +     
intermediate  ADLI_008999  -         -         -          -         11252148  11254764  -     
intermediate  ADLI_009000  -         -         -          -         11255303  11255663  +     
intermediate  ADLI_009001  -         -         -          -         11255993  11257238  -     
intermediate  ADLI_009002  -         -         -          -         11257237  11258488  -     
intermediate  ADLI_009003  -         -         -          -         11258490  11259573  -     
intermediate  ADLI_009004  -         -         -          -         11259903  11261190  +     
intermediate  ADLI_009005  -         -         -          -         11261423  11261675  +     
CAA60461.1    ADLI_009006  28.5      67        3.04e-94   339       11261668  11264911  +     
intermediate  ADLI_009007  -         -         -          -         11264907  11265687  +     
CAA60461.1    ADLI_009008  34.6      31.6      1e-42      174       11265772  11267347  +     
CAA60461.1    ADLI_009009  27.2      27.8      1.59e-27   127       11267408  11268758  +     
intermediate  ADLI_009010  -         -         -          -         11268681  11270763  -     
intermediate  ADLI_009011  -         -         -          -         11270835  11272680  -     
intermediate  ADLI_009012  -         -         -          -         11272735  11273401  -     
intermediate  ADLI_009013  -         -         -          -         11273436  11275401  -     
intermediate  ADLI_009014  -         -         -          -         11275429  11277019  -     
intermediate  ADLI_009015  -         -         -          -         11277015  11277393  -     
intermediate  ADLI_009016  -         -         -          -         11277716  11279048  +     
intermediate  ADLI_009017  -         -         -          -         11279040  11280123  +     
intermediate  ADLI_009018  -         -         -          -         11280172  11281111  +     
intermediate  ADLI_009019  -         -         -          -         11281107  11281497  +     
intermediate  ADLI_009020  -         -         -          -         11281493  11282528  +     
intermediate  ADLI_009021  -         -         -          -         11282514  11283267  +     
intermediate  ADLI_009022  -         -         -          -         11283313  11284084  +     
intermediate  ADLI_009023  -         -         -          -         11284093  11284804  +     
intermediate  ADLI_009024  -         -         -          -         11284864  11285815  +     
intermediate  ADLI_009025  -         -         -          -         11286156  11286879  +     
intermediate  ADLI_009026  -         -         -          -         11286923  11287508  +     
intermediate  ADLI_009027  -         -         -          -         11287709  11288510  -     
intermediate  ADLI_009028  -         -         -          -         11288521  11289337  -     
intermediate  ADLI_009029  -         -         -          -         11289609  11289939  -     
intermediate  ADLI_009030  -         -         -          -         11290123  11291191  +     
intermediate  ADLI_009031  -         -         -          -         11291204  11292035  -     
intermediate  ADLI_009032  -         -         -          -         11292048  11292873  -     
intermediate  ADLI_009033  -         -         -          -         11293045  11293324  -     


GCA_024298965.1_ASM2429896v1
============================
CP085193.1
----------
Cluster 21, score 14.2755:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start     End       Strand
intermediate  ADRU_008085  -         -         -          -         9860707   9862555   +     
intermediate  ADRU_008086  -         -         -          -         9862551   9863862   +     
intermediate  ADRU_008087  -         -         -          -         9863870   9864647   -     
intermediate  ADRU_008088  -         -         -          -         9865006   9865906   +     
intermediate  ADRU_008089  -         -         -          -         9866409   9869394   +     
intermediate  ADRU_008090  -         -         -          -         9869769   9870552   +     
intermediate  ADRU_008091  -         -         -          -         9870565   9871279   +     
intermediate  ADRU_008092  -         -         -          -         9871316   9871679   +     
intermediate  ADRU_008093  -         -         -          -         9871716   9872307   +     
intermediate  ADRU_008094  -         -         -          -         9872392   9873373   +     
intermediate  ADRU_008095  -         -         -          -         9873507   9874197   +     
intermediate  ADRU_008096  -         -         -          -         9874193   9875219   +     
intermediate  ADRU_008097  -         -         -          -         9875691   9877524   +     
intermediate  ADRU_008098  -         -         -          -         9877677   9878949   +     
intermediate  ADRU_008099  -         -         -          -         9879164   9880118   +     
intermediate  ADRU_008100  -         -         -          -         9880132   9881152   +     
intermediate  ADRU_008101  -         -         -          -         9881155   9881365   +     
intermediate  ADRU_008102  -         -         -          -         9881361   9882099   +     
CAA60461.1    ADRU_008103  35.3      67.7      1.45e-159  535       9882134   9887081   +     
intermediate  ADRU_008104  -         -         -          -         9887158   9887995   -     
